Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
E2315,IT,36,75184,11,57,61,No
E2316,Marketing,50,115707,10,30,53,No
E2317,IT,49,89180,23,44,50,No
E2318,Finance,35,101678,5,41,78,No
E2319,IT,45,93309,9,34,89,No
E2320,IT,58,114002,20,52,92,Yes
E2321,Finance,58,30778,19,53,61,No
E2322,Operations,43,32501,13,47,75,No
E2323,Operations,45,22108,18,49,56,No
E2324,IT,27,114905,17,31,90,Yes
E2325,Finance,42,56382,6,33,71,No
E2326,Finance,37,111354,10,44,53,No
E2327,Marketing,38,95787,2,35,81,No
E2328,Operations,30,43341,24,51,96,Yes
E2329,HR,30,97214,6,41,68,No
E2330,Operations,27,34367,21,58,45,No
E2331,Operations,58,115208,13,47,89,Yes
E2332,Marketing,47,89868,18,56,96,Yes
E2333,HR,53,32002,7,49,43,No
E2334,Marketing,21,105820,2,33,50,No
E2335,HR,54,79949,14,59,84,Yes
E2336,IT,24,35700,5,30,79,No
E2337,HR,37,99305,18,44,49,No
E2338,Marketing,24,82543,11,59,94,Yes
E2339,Operations,46,49318,10,47,67,No
E2340,HR,24,109859,11,43,50,No
E2341,HR,21,47610,2,32,74,No
E2342,Finance,27,92499,15,58,54,No
E2343,Operations,50,93374,7,44,47,No
E2344,IT,29,85226,9,56,59,No
E2345,Marketing,55,65167,5,34,89,No
E2346,IT,28,97779,7,56,98,No
E2347,Operations,44,47939,20,53,60,No
E2348,HR,39,81365,2,51,40,No
E2349,HR,56,87381,3,32,68,No
E2350,Operations,47,66710,2,51,63,No
E2351,HR,52,36766,21,36,69,No
E2352,HR,34,32780,22,35,79,No
E2353,HR,38,68458,23,55,74,No
E2354,Marketing,48,76221,19,51,72,No
E2355,Marketing,49,21509,4,30,59,No
E2356,Finance,36,109493,24,48,96,Yes
E2357,IT,55,54346,20,36,55,No
E2358,Operations,51,102799,7,33,48,No
E2359,Operations,24,66874,22,41,70,No
E2360,Operations,57,46148,7,49,56,No
E2361,Finance,37,51533,17,52,98,Yes
E2362,Marketing,59,98467,19,54,70,No
E2363,Finance,46,21359,22,59,87,Yes
E2364,Operations,59,110068,16,56,62,No
E2365,IT,24,80313,3,58,45,No
E2366,HR,50,40344,15,58,69,No
E2367,Marketing,50,89778,14,47,94,Yes
E2368,Marketing,42,40601,15,38,46,No
E2369,Finance,31,39116,14,48,95,Yes
E2370,Marketing,22,76985,7,51,87,No
E2371,Operations,32,50782,3,33,79,No
E2372,Operations,50,69819,17,30,81,Yes
E2373,Finance,56,104416,10,38,85,No
E2374,Operations,38,89035,15,56,50,No
E2375,IT,46,117123,6,44,73,No
E2376,Finance,27,64458,17,51,51,No
E2377,IT,21,111556,17,37,99,Yes
E2378,HR,46,28080,14,44,99,Yes
E2379,IT,43,108743,24,44,91,Yes
E2380,HR,46,53957,18,47,91,Yes
E2381,HR,26,33908,5,36,84,No
E2382,IT,26,116188,8,51,86,No
E2383,Finance,28,115880,7,47,66,No
E2384,Operations,44,110570,23,45,97,Yes
E2385,Operations,42,111324,4,31,51,No
E2386,HR,39,98287,18,33,52,No
E2387,HR,57,67482,5,49,47,No
E2388,Finance,38,119329,16,45,55,No
E2389,Marketing,51,118375,14,32,68,No
E2390,IT,57,58314,19,53,74,No
E2391,HR,50,94921,14,59,99,Yes
E2392,Operations,53,103768,9,52,68,No
E2393,Finance,30,35831,6,31,70,No
E2394,IT,57,40125,17,32,52,No
E2395,Finance,32,82451,19,55,51,No
E2396,IT,50,65708,12,54,90,Yes
E2397,IT,47,37682,4,58,41,No
E2398,HR,59,102824,16,34,72,No
E2399,Finance,29,55794,11,31,47,No
E2400,Finance,41,79372,22,48,80,No
E2401,Operations,32,59477,4,53,96,No
E2402,Operations,49,73863,17,49,98,Yes
E2403,HR,53,109941,8,59,79,No
E2404,HR,35,58737,14,31,92,Yes
E2405,Marketing,22,22620,2,31,88,No
E2406,Operations,59,55057,11,51,80,No
E2407,IT,38,60138,11,53,71,No
E2408,Finance,23,99390,24,52,77,No
E2409,HR,27,73024,22,49,67,No
E2410,Finance,38,29677,24,47,54,No
E2411,Finance,58,64111,6,54,62,No
E2412,Marketing,57,44074,21,49,63,No
E2413,Operations,53,37824,21,54,52,No
E2414,HR,51,20765,14,50,60,No
E2415,Finance,31,65439,10,43,93,No
E2416,HR,24,117151,8,57,51,No
E2417,IT,38,68926,7,44,52,No
E2418,Marketing,24,56860,8,41,78,No
E2419,IT,54,32975,8,40,62,No
E2420,HR,49,94877,23,40,89,Yes
E2421,HR,44,113677,2,59,85,No
E2422,Operations,42,97870,16,36,82,Yes
E2423,Finance,22,101371,9,41,67,No
E2424,Finance,26,46548,13,45,53,No
E2425,IT,45,110575,23,34,56,No
E2426,Marketing,41,118066,12,31,63,No
E2427,Finance,36,58736,22,51,92,Yes
E2428,Operations,51,81562,17,45,97,Yes
E2429,IT,34,60409,2,52,73,No
E2430,IT,59,104101,13,59,90,Yes
E2431,Operations,48,29834,1,44,87,No
E2432,Marketing,52,20840,19,40,61,No
E2433,Operations,48,99409,11,58,49,No
E2434,Marketing,29,51568,5,35,93,No
E2435,Operations,42,30846,1,42,47,No
E2436,Operations,52,25899,20,59,60,No
E2437,HR,25,106038,13,48,76,No
E2438,IT,43,86101,8,39,46,No
E2439,Operations,25,58773,6,53,65,No
E2440,Operations,52,94723,17,48,52,No
E2441,Finance,30,92762,12,59,55,No
E2442,IT,59,24311,1,34,69,No
E2443,Finance,35,76888,3,54,70,No
E2444,IT,27,61616,14,56,44,No
E2445,Finance,49,72134,8,50,71,No
E2446,Operations,23,111225,11,36,55,No
E2447,Operations,39,26083,14,40,86,Yes
E2448,HR,30,32598,8,43,48,No
E2449,Finance,48,102476,3,52,61,No
E2450,Marketing,49,112416,7,50,94,No
E2451,HR,35,22580,19,45,83,Yes
E2452,Finance,55,77395,4,47,79,No
E2453,Finance,26,62321,16,50,84,Yes
E2454,HR,32,29386,13,52,76,No
E2455,Operations,58,73171,20,52,53,No
E2456,Finance,33,39522,19,33,55,No
E2457,Operations,49,85532,5,30,82,No
E2458,HR,39,111760,23,51,59,No
E2459,Operations,23,34635,5,58,83,No
E2460,IT,28,20671,20,44,54,No
E2461,Marketing,28,53545,24,43,95,Yes
E2462,Finance,40,74079,4,48,83,No
E2463,Marketing,24,46855,2,56,65,No
E2464,Operations,41,55790,13,34,48,No
E2465,Finance,23,71012,16,33,40,No
E2466,Operations,28,34260,22,42,74,No
E2467,IT,43,85139,2,47,83,No
E2468,HR,36,21074,19,41,59,No
E2469,Finance,33,62676,17,52,84,Yes
E2470,IT,23,29475,5,59,94,No
E2471,IT,29,98414,18,50,45,No
E2472,Finance,34,35120,23,44,81,Yes
E2473,Operations,33,43147,21,59,49,No
E2474,IT,27,21986,18,52,87,Yes
E2475,Marketing,35,52430,8,38,98,No
E2476,IT,27,75479,15,33,72,No
E2477,Operations,58,102966,13,34,55,No
E2478,Operations,54,22176,13,38,75,No
E2479,Marketing,42,104258,16,42,45,No
E2480,IT,44,104153,22,39,58,No
E2481,Operations,57,81918,20,56,70,No
E2482,Finance,21,47115,13,45,41,No
E2483,HR,30,97442,20,59,57,No
E2484,HR,36,60002,2,42,81,No
E2485,HR,28,77124,3,33,67,No
E2486,IT,45,26610,15,50,99,Yes
E2487,Marketing,32,69752,23,42,43,No
E2488,Operations,45,98947,19,50,40,No
E2489,Finance,37,94716,13,37,86,Yes
E2490,Finance,46,67993,5,42,81,No
E2491,IT,34,30073,22,44,89,Yes
E2492,HR,56,57251,6,49,55,No
E2493,IT,43,116496,14,49,84,Yes
E2494,Marketing,26,91437,4,42,97,No
E2495,Marketing,25,58897,22,52,86,Yes
E2496,Operations,45,70906,19,56,41,No
E2497,Operations,38,71616,23,34,91,Yes
E2498,Marketing,33,24482,7,51,75,No
E2499,Marketing,34,110964,4,51,40,No
E2500,Marketing,48,92936,2,57,78,No
E2501,IT,38,59574,7,35,62,No
E2502,Marketing,48,63284,3,59,65,No
E2503,Finance,47,92932,15,55,50,No
E2504,HR,52,27338,1,34,97,No
E2505,Marketing,29,62718,2,42,81,No
E2506,HR,52,32500,10,58,40,No
E2507,IT,40,31545,16,34,50,No
E2508,HR,48,81480,15,54,63,No
E2509,IT,53,25241,24,42,49,No
E2510,Finance,24,109314,15,53,53,No
E2511,IT,54,42821,14,49,53,No
E2512,IT,23,24695,22,52,46,No
E2513,Operations,46,97066,14,37,62,No
E2514,Marketing,28,34318,6,57,82,No
E2515,Marketing,26,70934,14,38,61,No
E2516,Finance,36,42331,17,50,99,Yes
E2517,Finance,44,72672,18,48,75,No
E2518,Marketing,59,111891,20,58,66,No
E2519,Operations,50,96860,19,49,95,Yes
E2520,Marketing,33,113685,17,44,41,No
E2521,Operations,25,88754,16,55,78,No
E2522,Finance,45,105677,8,51,90,No
E2523,HR,40,22837,7,39,85,No
E2524,Finance,38,60077,20,40,58,No
E2525,Finance,38,99915,12,34,46,No
E2526,IT,22,24239,9,38,51,No
E2527,IT,30,106348,14,58,42,No
E2528,IT,32,49669,20,40,86,Yes
E2529,IT,33,68624,1,56,44,No
E2530,Operations,31,95147,10,59,47,No
E2531,Marketing,39,24150,17,48,53,No
E2532,HR,55,31109,17,31,75,No
E2533,Finance,59,119750,17,35,46,No
E2534,Operations,46,46016,4,58,46,No
E2535,HR,34,31936,17,52,89,Yes
E2536,Operations,44,31036,18,50,85,Yes
E2537,Operations,21,59236,20,30,71,No
E2538,Finance,42,34021,23,32,47,No
E2539,Marketing,43,56943,2,32,97,No
E2540,IT,39,101007,8,57,51,No
E2541,Marketing,38,70016,13,43,49,No
E2542,Finance,32,43244,23,49,53,No
E2543,Finance,48,83027,22,59,48,No
E2544,Finance,48,58985,20,55,77,No
E2545,HR,53,21502,22,51,69,No
E2546,Marketing,39,73836,15,34,44,No
E2547,Marketing,48,119714,20,46,40,No
E2548,Operations,57,23770,23,44,40,No
E2549,Operations,46,62865,9,35,96,No
E2550,Operations,55,73811,3,43,59,No
E2551,Finance,54,24001,3,43,88,No
E2552,Marketing,55,80848,2,54,50,No
E2553,Finance,36,72635,1,56,65,No
E2554,HR,58,40946,14,46,83,Yes
E2555,Operations,33,86134,17,37,42,No
E2556,Finance,43,115852,13,37,45,No
E2557,Finance,42,111103,19,48,82,Yes
E2558,HR,36,112044,23,58,84,Yes
E2559,IT,48,63744,15,38,50,No
E2560,Marketing,55,59159,14,40,47,No
E2561,IT,28,115812,2,42,68,No
E2562,Operations,42,43671,7,42,49,No
E2563,Finance,41,36450,17,56,73,No
E2564,HR,46,34908,18,53,63,No
E2565,HR,41,77275,6,48,85,No
E2566,Marketing,45,64358,21,55,87,Yes
E2567,IT,21,69047,8,50,56,No
E2568,Marketing,26,55518,2,48,71,No
E2569,Finance,43,77813,1,34,50,No
E2570,Marketing,43,116748,16,45,73,No
E2571,HR,43,26806,7,38,63,No
E2572,HR,52,60891,22,57,94,Yes
E2573,Operations,50,103551,24,49,44,No
E2574,Operations,33,59220,11,51,68,No
E2575,Finance,38,37158,15,32,87,Yes
E2576,IT,43,100992,13,48,87,Yes
E2577,Marketing,35,47588,24,34,97,Yes
E2578,Finance,53,82576,2,37,73,No
E2579,Operations,41,108027,14,43,55,No
E2580,Marketing,59,44188,24,53,64,No
E2581,Operations,43,112615,6,32,76,No
E2582,Marketing,47,78830,9,53,47,No
E2583,IT,38,24019,7,42,68,No
E2584,Finance,44,32419,18,40,91,Yes
E2585,Marketing,27,53697,24,58,85,Yes
E2586,HR,40,104932,9,37,64,No
E2587,HR,47,115428,23,48,81,Yes
E2588,Marketing,26,27973,4,39,62,No
E2589,Marketing,47,106649,9,58,73,No
E2590,Marketing,29,31136,4,55,42,No
E2591,HR,51,104739,12,47,69,No
E2592,HR,41,82502,4,55,89,No
E2593,Marketing,46,51285,24,47,92,Yes
E2594,Operations,33,43039,20,54,73,No
E2595,Operations,43,86720,14,36,71,No
E2596,IT,40,108263,24,45,92,Yes
E2597,Finance,57,79155,24,35,68,No
E2598,Operations,48,36911,7,45,48,No
E2599,HR,37,20916,13,45,41,No
E2600,Operations,48,79052,22,52,96,Yes
E2601,IT,22,89110,8,53,78,No
E2602,IT,45,37790,23,57,46,No
E2603,Finance,26,103161,5,30,85,No
E2604,Operations,31,25206,12,53,44,No
E2605,HR,58,105053,13,48,47,No
E2606,HR,26,69950,20,32,71,No
E2607,Marketing,31,76361,14,35,94,Yes
E2608,HR,34,81451,18,33,93,Yes
E2609,Finance,22,57696,24,33,57,No
E2610,Finance,23,101641,20,33,77,No
E2611,HR,55,88226,4,39,85,No
E2612,HR,53,66728,21,38,57,No
E2613,Marketing,44,75401,18,37,88,Yes
E2614,HR,39,86226,7,48,80,No
E2615,Marketing,38,45103,15,46,84,Yes
E2616,Marketing,44,54263,21,46,55,No
E2617,HR,55,96621,6,30,60,No
E2618,IT,21,70044,16,49,49,No
E2619,IT,56,77730,20,43,81,Yes
E2620,Marketing,45,45825,24,51,43,No
E2621,HR,54,96256,8,49,83,No
E2622,IT,45,57271,21,56,98,Yes
E2623,HR,36,97256,16,40,47,No
E2624,HR,54,66732,22,32,86,Yes
E2625,HR,49,86433,16,53,92,Yes
E2626,Operations,39,102630,3,59,94,No
E2627,HR,43,43572,17,37,58,No
E2628,Operations,39,58546,9,51,86,No
E2629,Marketing,45,35150,3,54,79,No
E2630,IT,36,74165,20,57,79,No
E2631,IT,29,83690,7,39,90,No
E2632,IT,21,73664,18,46,48,No
E2633,IT,39,102335,12,58,69,No
E2634,IT,53,95199,19,37,95,Yes
E2635,IT,54,56948,16,51,56,No
E2636,IT,36,57030,22,30,79,No
E2637,Marketing,38,47007,24,49,83,Yes
E2638,HR,54,111207,17,50,98,Yes
E2639,Finance,45,110921,20,36,54,No
E2640,Operations,26,96772,15,53,43,No
E2641,Finance,41,42024,1,38,45,No
E2642,Finance,26,59384,2,57,55,No
E2643,HR,52,102912,8,41,65,No
E2644,HR,59,38157,22,51,96,Yes
E2645,HR,51,105481,2,55,76,No
E2646,IT,30,108553,19,38,62,No
E2647,Marketing,50,21756,9,49,52,No
E2648,IT,38,88112,9,53,86,No
E2649,Marketing,44,111003,13,32,56,No
E2650,Marketing,29,116741,6,33,96,No
E2651,Finance,51,78051,15,39,93,Yes
E2652,Finance,35,84595,19,33,66,No
E2653,Marketing,24,98210,21,51,91,Yes
E2654,Marketing,29,63094,15,38,61,No
E2655,IT,29,107889,18,51,76,No
E2656,IT,46,115385,7,30,58,No
E2657,Finance,24,24535,11,34,78,No
E2658,HR,37,76035,8,38,74,No
E2659,Marketing,36,67367,6,34,52,No
E2660,IT,35,37118,8,35,53,No
E2661,Finance,55,79812,2,48,87,No
E2662,IT,25,79884,19,37,70,No
E2663,Marketing,25,86168,16,39,84,Yes
E2664,Marketing,40,33280,7,40,41,No
E2665,Operations,35,34746,10,42,85,No
E2666,HR,38,73251,12,49,91,Yes
E2667,Operations,22,104821,17,33,78,No
E2668,Finance,49,103583,7,40,76,No
E2669,IT,33,30207,22,41,53,No
E2670,Finance,24,91127,8,34,48,No
E2671,Marketing,30,47757,7,59,49,No
E2672,Operations,51,36226,4,39,46,No
E2673,Operations,28,115268,3,54,67,No
E2674,Operations,23,81407,19,58,85,Yes
E2675,Finance,29,47206,15,53,64,No
E2676,Marketing,50,40256,4,36,85,No
E2677,IT,31,53822,9,50,96,No
E2678,IT,55,61340,13,38,67,No
E2679,Finance,57,72234,18,38,41,No
E2680,Operations,33,63351,21,39,56,No
E2681,HR,56,68671,16,39,98,Yes
E2682,Finance,33,95320,1,31,91,No
E2683,Finance,32,55157,4,33,43,No
E2684,Marketing,57,39937,18,37,52,No
E2685,IT,30,74290,8,58,57,No
E2686,Finance,29,66707,20,43,42,No
E2687,Finance,27,31219,16,46,90,Yes
E2688,Operations,22,29399,21,42,76,No
E2689,Operations,43,118848,11,50,72,No
E2690,HR,59,47657,20,53,80,No
E2691,Marketing,59,40047,21,47,63,No
E2692,HR,41,96095,21,47,47,No
E2693,Operations,43,105693,21,42,74,No
E2694,IT,49,92154,19,37,41,No
E2695,Operations,34,64891,23,55,72,No
E2696,Marketing,46,26780,19,41,51,No
E2697,Operations,25,47050,18,54,61,No
E2698,Marketing,51,93551,19,52,52,No
E2699,Marketing,45,88666,11,53,49,No
E2700,Marketing,51,113619,3,50,56,No
E2701,Marketing,40,102016,8,30,82,No
E2702,Marketing,37,73010,20,49,44,No
E2703,IT,22,58165,19,47,96,Yes
E2704,HR,45,31528,10,32,98,No
E2705,Finance,33,69608,16,41,48,No
E2706,HR,59,25914,5,48,52,No
E2707,Marketing,48,57136,20,54,99,Yes
E2708,IT,26,31179,9,42,91,No
E2709,Operations,23,106008,8,39,62,No
E2710,IT,55,32076,11,44,69,No
E2711,Marketing,38,44783,16,49,82,Yes
E2712,IT,31,66716,7,31,94,No
E2713,IT,40,70298,15,48,43,No
E2714,Marketing,25,74304,24,32,60,No
E2715,IT,39,99360,21,43,82,Yes
E2716,Finance,42,89835,20,36,48,No
E2717,Finance,39,28118,23,37,46,No
E2718,IT,36,96292,17,58,55,No
E2719,Operations,44,76911,6,40,62,No
E2720,Marketing,24,93489,15,58,97,Yes
E2721,Finance,35,35185,8,51,62,No
E2722,Operations,45,61792,7,49,70,No
E2723,IT,55,100210,2,35,96,No
E2724,Operations,34,70613,13,58,44,No
E2725,HR,39,53927,23,40,45,No
E2726,Finance,58,20386,6,46,90,No
E2727,IT,56,112153,5,58,40,No
E2728,Marketing,27,92728,20,39,98,Yes
E2729,IT,50,96281,1,53,87,No
E2730,Marketing,39,50020,18,46,67,No
E2731,IT,45,62678,15,50,57,No
E2732,Operations,36,106695,23,31,63,No
E2733,Operations,28,81394,10,35,52,No
E2734,Operations,38,88945,3,54,72,No
E2735,HR,48,76414,5,34,49,No
E2736,Marketing,36,74816,24,33,46,No
E2737,Operations,39,75918,13,59,76,No
E2738,HR,37,111281,8,31,71,No
E2739,Marketing,33,82694,22,41,84,Yes
E2740,IT,27,49455,21,32,61,No
E2741,HR,47,58735,2,35,55,No
E2742,Finance,30,114702,9,53,63,No
E2743,HR,54,113608,17,43,91,Yes
E2744,HR,56,32109,18,37,93,Yes
E2745,Marketing,45,65802,13,50,53,No
E2746,IT,26,88020,1,50,50,No
E2747,Finance,44,54622,12,55,58,No
E2748,Operations,38,22597,20,43,62,No
E2749,Operations,43,60597,20,58,73,No
E2750,HR,26,60954,21,32,99,Yes
E2751,Marketing,49,89519,5,45,79,No
E2752,Marketing,45,76115,8,44,52,No
E2753,Operations,37,63151,15,36,78,No
E2754,Finance,44,37040,3,44,83,No
E2755,IT,31,64772,6,42,67,No
E2756,Finance,46,116090,13,35,79,No
E2757,IT,54,83832,12,44,55,No
E2758,Operations,48,47916,19,46,89,Yes
E2759,IT,23,64871,18,33,90,Yes
E2760,Marketing,31,46372,24,51,67,No
E2761,HR,58,81707,1,56,43,No
E2762,HR,34,59080,7,51,67,No
E2763,Operations,46,62722,12,56,96,Yes
E2764,Marketing,41,49048,10,43,99,No
E2765,Finance,59,105205,12,44,51,No
E2766,Marketing,50,29777,11,57,55,No
E2767,HR,28,74711,4,41,92,No
E2768,HR,40,56331,19,48,93,Yes
E2769,Marketing,52,40968,6,51,88,No
E2770,Marketing,42,73969,9,57,75,No
E2771,HR,27,31292,20,39,59,No
E2772,Finance,29,60794,10,35,65,No
E2773,Operations,21,99459,5,57,95,No
E2774,Operations,49,70192,13,54,95,Yes
E2775,Marketing,28,47703,9,38,65,No
E2776,Operations,24,104193,2,31,61,No
E2777,HR,55,89165,18,33,95,Yes
E2778,HR,23,87650,21,38,48,No
E2779,Marketing,27,76516,1,44,44,No
E2780,Marketing,47,119981,24,59,56,No
E2781,Marketing,21,111110,21,42,88,Yes
E2782,Finance,47,117885,12,49,73,No
E2783,Operations,36,42257,10,37,41,No
E2784,Marketing,58,103509,2,55,92,No
E2785,IT,27,111273,9,57,94,No
E2786,IT,43,71672,2,48,46,No
E2787,HR,31,83308,23,48,75,No
E2788,Operations,53,97583,24,54,52,No
E2789,Marketing,56,42113,22,45,59,No
E2790,IT,57,20694,14,40,69,No
E2791,Operations,37,35588,11,39,69,No
E2792,HR,55,81756,23,37,50,No
E2793,Finance,25,84085,11,30,70,No
E2794,Operations,52,81142,17,39,97,Yes
E2795,Operations,23,84373,4,59,42,No
E2796,Finance,55,105603,13,47,98,Yes
E2797,Operations,34,26704,7,32,41,No
E2798,HR,51,60136,16,59,87,Yes
E2799,HR,51,87507,1,40,42,No
E2800,Finance,37,67361,13,47,95,Yes
E2801,Marketing,44,78847,1,32,54,No
E2802,IT,43,31441,11,37,56,No
E2803,Marketing,38,117012,6,56,87,No
E2804,Operations,34,34677,20,56,91,Yes
E2805,IT,35,47818,3,57,46,No
E2806,Finance,35,21868,12,43,87,Yes
E2807,Finance,26,103591,5,35,44,No
E2808,IT,47,87264,9,44,73,No
E2809,HR,35,93168,12,43,72,No
E2810,IT,56,32043,10,36,93,No
E2811,Operations,28,91939,19,39,84,Yes
E2812,HR,35,35732,5,44,55,No
E2813,Finance,23,75244,5,58,76,No
E2814,IT,33,38526,9,39,42,No
E2815,Marketing,54,29340,20,51,98,Yes
E2816,Marketing,44,42394,17,46,98,Yes
E2817,Operations,52,118557,10,56,86,No
E2818,Marketing,52,24102,21,48,87,Yes
E2819,IT,50,39159,1,58,82,No
E2820,IT,33,85092,22,46,96,Yes
E2821,Marketing,21,26212,16,41,90,Yes
E2822,IT,54,117360,15,44,89,Yes
E2823,Operations,35,57405,23,55,60,No
E2824,HR,34,97061,17,41,80,No
E2825,Operations,49,114296,20,54,47,No
E2826,Operations,54,75186,13,58,61,No
E2827,IT,38,64239,1,38,90,No
E2828,HR,27,112993,8,34,93,No
E2829,IT,49,30532,5,33,44,No
E2830,Finance,51,99054,6,41,56,No
E2831,IT,45,92012,23,45,76,No
E2832,IT,58,105279,20,38,53,No
E2833,IT,34,86540,14,54,78,No
E2834,HR,28,23271,22,32,80,No
E2835,IT,47,65482,23,50,67,No
E2836,HR,22,20209,11,32,70,No
E2837,Marketing,37,110999,6,55,56,No
E2838,Finance,57,25539,11,47,74,No
E2839,HR,34,39977,13,46,79,No
E2840,Marketing,45,94142,12,57,61,No
E2841,HR,50,119588,22,39,84,Yes
E2842,HR,49,88684,2,31,87,No
E2843,Finance,40,119072,21,53,92,Yes
E2844,Operations,41,25607,3,40,68,No
E2845,Operations,42,105122,23,53,49,No
E2846,HR,55,114786,4,32,57,No
E2847,IT,57,71939,17,52,74,No
E2848,Marketing,36,38594,22,52,83,Yes
E2849,IT,37,78382,6,31,55,No
E2850,IT,36,27399,7,38,89,No
E2851,HR,22,45117,15,48,88,Yes
E2852,HR,24,118662,11,31,46,No
E2853,HR,41,53617,24,57,69,No
E2854,HR,59,27498,3,48,58,No
E2855,Operations,54,70624,6,31,94,No
E2856,HR,50,29628,2,44,99,No
E2857,Operations,26,20329,14,53,62,No
E2858,Operations,37,58619,9,50,47,No
E2859,HR,59,27032,18,32,56,No
E2860,Finance,45,68094,19,34,60,No
E2861,Marketing,25,58034,12,40,65,No
E2862,IT,25,106158,13,56,96,Yes
E2863,Operations,40,75264,12,53,67,No
E2864,Marketing,36,114120,12,36,98,Yes
E2865,Finance,57,67850,18,35,78,No
E2866,IT,29,24722,9,43,72,No
E2867,IT,25,37772,17,58,79,No
E2868,Operations,22,106105,21,30,58,No
E2869,HR,29,61679,16,55,68,No
E2870,Finance,56,88771,17,46,59,No
E2871,Operations,42,24576,21,46,59,No
E2872,Finance,42,46707,24,43,49,No
E2873,HR,42,119404,8,39,51,No
E2874,HR,54,61632,11,59,95,Yes
E2875,Operations,49,61476,24,37,72,No
E2876,HR,58,50285,2,37,95,No
E2877,Marketing,53,44154,8,43,64,No
E2878,IT,38,40054,12,36,64,No
E2879,Operations,27,37165,21,35,92,Yes
E2880,Finance,21,34439,1,33,43,No
E2881,Marketing,53,64518,23,30,43,No
E2882,Operations,21,108051,13,44,48,No
E2883,HR,44,46962,22,54,54,No
E2884,HR,24,73934,21,44,95,Yes
E2885,HR,24,57763,17,30,65,No
E2886,HR,38,84094,14,49,54,No
E2887,Finance,47,39464,14,32,65,No
E2888,Marketing,52,62036,16,52,67,No
E2889,IT,53,115949,17,34,46,No
E2890,Finance,48,53270,6,34,71,No
E2891,Finance,56,62299,7,33,51,No
E2892,IT,26,105805,1,46,74,No
E2893,IT,36,51541,15,50,91,Yes
E2894,HR,54,93545,20,49,71,No
E2895,Finance,43,102543,21,43,48,No
E2896,Operations,44,111998,18,55,53,No
E2897,IT,33,97078,13,58,52,No
E2898,IT,38,102970,24,37,95,Yes
E2899,Marketing,33,49765,2,31,99,No
E2900,Operations,57,43769,19,37,83,Yes
E2901,Operations,59,108001,15,30,72,No
E2902,IT,37,107404,12,58,71,No
E2903,HR,35,40156,15,33,58,No
E2904,Marketing,38,105836,18,48,69,No
E2905,Operations,43,70481,14,34,55,No
E2906,IT,50,33435,6,58,51,No
E2907,Operations,54,89650,12,34,49,No
E2908,Marketing,24,66336,20,50,41,No
E2909,Marketing,23,56135,23,57,57,No
E2910,Finance,27,93631,6,49,52,No
E2911,IT,38,57909,9,53,68,No
E2912,Marketing,27,89487,4,48,63,No
E2913,Finance,26,41468,17,41,77,No
E2914,Finance,42,112609,2,49,51,No
E2915,Operations,21,67655,16,30,99,Yes
E2916,Operations,24,54341,24,36,99,Yes
E2917,Finance,49,84182,14,46,68,No
E2918,Operations,41,71786,8,31,61,No
E2919,Marketing,46,88304,14,40,75,No
E2920,HR,34,66514,2,36,40,No
E2921,Marketing,29,53979,16,46,82,Yes
E2922,Finance,32,110887,4,56,94,No
E2923,Finance,26,100981,1,32,79,No
E2924,Marketing,40,75107,23,58,73,No
E2925,Operations,44,21160,20,51,73,No
E2926,Operations,47,107897,14,35,87,Yes
E2927,Finance,58,92577,8,51,72,No
E2928,IT,28,104303,3,40,43,No
E2929,Operations,21,30846,5,58,77,No
E2930,Marketing,44,39924,6,47,69,No
E2931,Operations,27,33882,22,47,92,Yes
E2932,Marketing,39,100274,8,51,91,No
E2933,Finance,42,106555,6,39,85,No
E2934,Operations,55,21095,6,34,59,No
E2935,Marketing,50,60983,4,59,65,No
E2936,Finance,49,34123,7,52,54,No
E2937,IT,42,113668,24,52,46,No
E2938,Marketing,31,86615,19,50,46,No
E2939,IT,40,115193,7,53,89,No
E2940,IT,49,65278,3,55,68,No
E2941,HR,54,117911,8,51,62,No
E2942,Operations,21,110290,1,44,73,No
E2943,Marketing,51,71999,1,50,59,No
E2944,IT,50,51153,14,49,54,No
E2945,HR,38,38344,6,52,72,No
E2946,Finance,37,119777,10,33,92,No
E2947,Marketing,58,57656,14,50,56,No
E2948,IT,34,90515,4,50,59,No
E2949,Operations,43,21212,6,30,96,No
E2950,HR,45,29001,16,44,52,No
E2951,IT,35,98784,21,46,83,Yes
E2952,Operations,42,118723,1,48,63,No
E2953,IT,23,101144,6,43,93,No
E2954,Marketing,39,56427,9,56,86,No
E2955,Marketing,54,51368,15,48,95,Yes
E2956,Marketing,55,90819,12,47,76,No
E2957,HR,21,81160,3,57,46,No
E2958,Marketing,41,45854,11,31,47,No
E2959,Operations,49,30715,15,35,62,No
E2960,IT,26,101701,3,42,53,No
E2961,Finance,57,78784,14,46,43,No
E2962,Operations,21,119644,2,35,60,No
E2963,Operations,21,46797,4,50,85,No
E2964,Marketing,47,67573,19,51,49,No
E2965,HR,41,96120,12,34,61,No
E2966,IT,36,34780,2,36,69,No
E2967,HR,46,57905,17,30,69,No
E2968,IT,36,41573,3,42,99,No
E2969,IT,48,53359,10,48,55,No
E2970,HR,21,86062,16,51,50,No
E2971,Operations,56,93391,22,30,61,No
E2972,IT,30,63463,9,42,68,No
