customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
101003,32,Male,West,Secondary,Salaried,24572.23,1029.17,Business,592,2,51,41.93,09:52.4,1
101004,42,Female,South,Post-Graduate,Salaried,15078.54,19238.15,Education,614,1,43,87.83,09:52.4,1
101005,54,Female,East,Secondary,Salaried,91806.67,35966.9,Business,715,7,228,84.21,09:52.4,1
101006,45,Female,South,Secondary,Salaried,55223.44,45059.99,Car,747,7,111,48.5,09:52.4,0
101007,27,Male,East,Graduate,Self-Employed,67283.13,14311.32,Car,728,11,15,37.33,09:52.4,0
101008,56,Female,East,Graduate,Unemployed,45644.07,41615.45,Other,695,4,177,34.3,09:52.4,0
101009,34,Male,South,Post-Graduate,Salaried,28302.53,34337.06,Education,648,4,162,29.08,09:52.4,0
101010,56,Other,West,Post-Graduate,Salaried,32967.48,31198.51,Home,659,10,39,54.01,09:52.4,1
101011,39,Male,West,Secondary,Salaried,26474.13,5596.72,Education,669,3,26,77.45,09:52.4,1
101012,43,Female,East,Primary,Unemployed,81249.86,6248.57,Education,632,0,112,32.97,09:52.4,0
101013,61,Male,West,Primary,Unemployed,97314.03,12538.21,Education,712,0,51,22.11,09:52.4,0
101014,42,Female,East,Graduate,Unemployed,60931.1,20104.19,Other,534,12,98,47.79,09:52.4,1
101015,34,Male,West,Post-Graduate,Self-Employed,22055.02,52011.19,Car,547,5,170,11.21,09:52.4,1
101016,30,Male,East,Secondary,Salaried,72414.6,15066.47,Home,534,3,56,68.12,09:52.4,0
101017,37,Male,West,Secondary,Self-Employed,91624.62,36568.77,Education,594,3,221,51.65,09:52.4,0
101018,42,Male,North,Primary,Salaried,84291.67,18028.55,Home,744,2,146,49.67,09:52.4,0
101019,21,Male,South,Graduate,Salaried,59271.72,32090.61,Education,567,8,260,32.04,09:52.4,1
101020,27,Other,North,Secondary,Self-Employed,54137.94,24055.28,Car,569,2,129,86.42,09:52.4,1
101021,20,Male,South,Secondary,Salaried,59070.84,27655.35,Home,592,7,50,13.14,09:52.4,1
101022,58,Female,South,Graduate,Salaried,90631.23,30544.22,Business,728,1,20,83.28,09:52.4,0
101023,62,Female,East,Graduate,Salaried,79009.14,21258.14,Car,750,3,174,38.9,09:52.4,0
101024,35,Female,South,Graduate,Salaried,50356.08,30616.96,Home,721,0,283,84.26,09:52.4,0
101025,64,Male,North,Graduate,Self-Employed,49727.12,43508.74,Education,725,10,26,70.59,09:52.4,1
101026,53,Male,North,Secondary,Salaried,47957.62,13688.27,Education,766,4,160,14.38,09:52.4,0
101027,64,Female,West,Graduate,Salaried,33384.18,42787.99,Car,524,1,10,79.84,09:52.4,1
101028,39,Other,North,Graduate,Salaried,93795.96,21021.95,Car,564,10,82,66.4,09:52.4,1
101029,51,Male,West,Post-Graduate,Salaried,40304.41,19435.12,Education,601,12,256,7.91,09:52.4,0
101030,64,Male,South,Secondary,Salaried,72256.9,35493.39,Home,657,0,105,17.03,09:52.4,0
101031,25,Female,North,Primary,Self-Employed,43464.31,19882.61,Business,657,0,140,62.21,09:52.4,0
101032,57,Other,South,Primary,Salaried,48069.4,29787.54,Other,658,1,202,64.63,09:52.4,0
101033,66,Male,North,Secondary,Self-Employed,57152.98,28386.22,Car,708,4,24,72.2,09:52.4,0
101034,61,Male,North,Graduate,Unemployed,73631.06,6252.31,Education,516,11,46,69.82,09:52.4,1
101035,36,Female,West,Primary,Self-Employed,53519.4,31263.78,Home,640,8,217,64.36,09:52.4,0
101036,59,Male,South,Secondary,Salaried,31519.87,3383.47,Car,669,5,55,73.96,09:52.4,1
101037,58,Male,North,Secondary,Salaried,60477.03,4526.78,Home,627,11,78,56.76,09:52.4,0
101038,54,Female,East,Primary,Self-Employed,40833.21,30496.96,Car,663,3,159,28.47,09:52.4,0
101039,23,Female,South,Secondary,Salaried,98595.96,33048.85,Education,722,2,272,87.11,09:52.4,0
101040,69,Male,South,Secondary,Self-Employed,53501.39,43075.74,Home,654,7,148,6.64,09:52.4,0
101041,43,Male,South,Secondary,Self-Employed,43300.77,8659.49,Education,800,2,38,37.99,09:52.4,0
101042,51,Male,West,Graduate,Unemployed,109370.02,13880.81,Home,717,0,111,70.6,09:52.4,0
101043,62,Female,East,Graduate,Unemployed,78472.24,31965.49,Car,669,3,15,43.44,09:52.4,0
101044,23,Female,South,Primary,Salaried,37580.65,43364.16,Other,685,10,78,7.24,09:52.4,1
101045,54,Male,North,Post-Graduate,Salaried,40227.15,27882.62,Other,702,12,76,10.94,09:52.4,0
101046,50,Male,North,Graduate,Unemployed,71854.57,11830.02,Business,768,4,275,63.38,09:52.4,0
101047,39,Female,West,Graduate,Salaried,61086.91,47596.26,Business,732,4,197,91.84,09:52.4,0
101048,38,Female,North,Primary,Salaried,82254.39,21064.5,Education,686,4,219,54.67,09:52.4,0
101049,23,Female,South,Primary,Salaried,43433.09,21531.99,Home,599,7,63,50.61,09:52.4,1
101050,23,Female,North,Primary,Salaried,77527.73,3462.29,Business,679,7,32,33.65,09:52.4,0
101051,65,Male,South,Secondary,Self-Employed,4042.79,35861.32,Car,691,11,233,28.1,09:52.4,1
101052,21,Female,North,Secondary,Self-Employed,56138.95,37789.08,Other,704,12,110,6.89,09:52.4,0
101053,47,Female,East,Post-Graduate,Salaried,44570.52,14412.53,Home,599,3,165,29.57,09:52.4,0
101054,28,Male,West,Secondary,Unemployed,48623.83,51268.11,Other,702,8,194,45.42,09:52.4,0
101055,,Male,West,Secondary,,57428.13,16193.07,Home,,0,7,22.82,09:52.4,0
101056,48,Male,East,Graduate,Salaried,88462.59,34378.82,Business,565,4,139,12.86,09:52.4,0
101057,41,Male,East,Primary,Salaried,31149,28354.74,Business,566,4,287,69.6,09:52.4,1
101058,26,Male,West,Graduate,Salaried,5298.92,5383.34,Education,728,4,56,85.52,09:52.4,1
101059,20,Male,East,Graduate,Self-Employed,34048.66,33158.55,Home,590,7,160,89.31,09:52.4,1
101060,68,Male,South,Graduate,Salaried,85560.9,31811.87,Car,758,8,149,60.62,09:52.4,0
101061,48,Female,North,Post-Graduate,Salaried,18875.22,1495.74,Business,630,2,287,9.75,09:52.4,0
101062,57,Male,West,Secondary,Self-Employed,45701.31,47880,Education,677,8,257,71.68,09:52.4,1
101063,54,Female,East,Graduate,Salaried,80989.43,31872.83,Business,674,12,139,14.91,09:52.4,0
101064,53,Female,South,Post-Graduate,Salaried,58539.29,43591.02,Other,600,10,292,65.28,09:52.4,0
101065,41,Female,West,Graduate,Salaried,88217.67,741.61,Business,747,7,187,75.14,09:52.4,1
101066,48,Female,East,Secondary,Salaried,9127.61,18843.52,Home,631,2,184,70.33,09:52.4,1
101067,23,Male,West,Post-Graduate,Self-Employed,51959.77,42709.04,Education,654,1,262,90.67,09:52.4,0
101068,19,Female,East,Primary,Salaried,93429.43,1475.63,Home,511,3,145,71.43,09:52.4,1
101069,37,Male,West,Post-Graduate,Salaried,31827.96,19283.35,Car,556,12,261,67.39,09:52.4,1
101070,45,Male,South,Primary,Self-Employed,85870.25,31097.52,Car,729,11,2,28.56,09:52.4,0
101071,28,Female,South,Graduate,Unemployed,54107.74,3418.7,Business,650,1,12,88.23,09:52.4,0
101072,21,Male,North,Post-Graduate,Salaried,70853.24,5179.15,Education,609,3,261,21.16,09:52.4,0
101073,32,Male,West,Secondary,Salaried,91616.42,45731.26,Education,610,4,169,86.44,09:52.4,0
101074,23,Female,North,Secondary,Salaried,70745.9,25896.92,Education,688,1,148,33.14,09:52.4,0
101075,66,Female,West,Secondary,Self-Employed,45218.76,42650.5,Education,738,11,200,16.71,09:52.4,0
101076,47,Female,East,Post-Graduate,Salaried,74051.57,27731.43,Business,611,7,70,79.4,09:52.4,1
101077,55,Male,East,Graduate,Salaried,43455,61838.45,Home,727,0,54,5.22,09:52.4,0
101078,68,Female,North,Graduate,Salaried,66834.17,31580.98,Business,639,2,259,79.89,09:52.4,0
101079,,Male,West,Graduate,,28703.93,44046.68,Home,,6,28,28.61,09:52.4,1
101080,32,Female,North,Graduate,Self-Employed,60727.37,21308.7,Other,526,9,120,84.62,09:52.4,1
101081,,Other,South,Secondary,,89732.33,28160.94,Other,,0,133,67.23,09:52.4,0
101082,25,Female,North,Secondary,Self-Employed,52530.76,34628.06,Home,707,12,90,64.96,09:52.4,0
101083,43,Female,North,Graduate,Salaried,87342.26,37117.1,Business,669,10,16,37.88,09:52.4,0
101084,,Male,East,Secondary,,137335.74,24415.14,Car,,1,287,10.35,09:52.4,0
101085,62,Female,North,Primary,Salaried,59276.32,25041.17,Business,574,2,284,79.71,09:52.4,1
101086,61,Female,West,Primary,Salaried,75354.8,32528.8,Car,620,1,230,20.38,09:52.4,0
101087,22,Male,East,Primary,Salaried,71921.56,32518.95,Business,533,1,137,38.5,09:52.4,0
101088,23,Female,North,Post-Graduate,Salaried,65627.59,9624.12,Education,591,11,295,59.03,09:52.4,1
101089,43,Male,South,Secondary,Salaried,79697.4,28374.42,Education,648,10,227,48.4,09:52.4,0
101090,,Female,North,Graduate,,53797.62,29811.61,Other,,5,27,22.88,09:52.4,0
101091,36,Female,North,Secondary,Self-Employed,43436.4,10355.23,Other,600,6,117,17.66,09:52.4,0
101092,37,Female,North,Secondary,Unemployed,21841.93,38588.9,Home,689,5,89,16.09,09:52.4,0
101093,50,Male,East,Secondary,Salaried,51431.04,31191.17,Car,647,10,107,82.67,09:52.4,1
101094,37,Female,West,Graduate,Unemployed,82535.85,59959.74,Education,634,5,221,7.84,09:52.4,0
101095,66,Female,South,Graduate,Salaried,36505.07,24609.8,Business,656,8,223,92.93,09:52.4,1
101096,29,Female,North,Post-Graduate,Salaried,66166.95,42041.67,Home,797,7,122,22.87,09:52.4,0
101097,64,Male,West,Graduate,Self-Employed,56922.25,33086.88,Business,639,7,33,14.93,09:52.4,0
101098,18,Male,West,Graduate,Salaried,44482.05,53821.59,Education,717,5,91,56.93,09:52.4,0
101099,43,Female,East,Graduate,Salaried,13673.99,10450.29,Education,688,4,184,12.2,09:52.4,0
101100,31,Male,South,Post-Graduate,Salaried,94071.37,17570.29,Education,633,8,258,59.22,09:52.4,0
101101,55,Female,East,Graduate,Salaried,72929.76,10964.39,Education,541,11,13,81.56,09:52.4,1
101102,54,Female,West,Primary,Salaried,126632.2,23831.24,Business,606,1,24,9.31,09:52.4,0
101103,28,Female,West,Graduate,Self-Employed,86985.33,8129.14,Home,655,6,34,76.99,09:52.4,1
101104,53,Female,West,Graduate,Self-Employed,93513.6,2108.74,Education,643,5,247,40.5,09:52.4,0
101105,30,Female,East,Graduate,Salaried,16266.16,7001.35,Other,741,6,19,19.35,09:52.4,1
101106,60,Male,South,Secondary,Salaried,15829.12,7962.04,Home,599,11,30,20.85,09:52.4,1
101107,20,Male,North,Post-Graduate,Salaried,61057.8,34845.88,Other,640,3,49,87.69,09:52.4,0
101108,50,Male,East,Post-Graduate,Salaried,31297.11,18168.43,Business,688,8,180,14.95,09:52.4,1
101109,23,Male,West,Secondary,Unemployed,42967.83,6493.72,Education,631,6,226,83.01,09:52.4,1
101110,67,Female,East,Post-Graduate,Salaried,123156.6,15113.81,Home,718,1,78,53.98,09:52.4,0
101111,27,Female,West,Primary,Self-Employed,89746.9,17081.46,Education,574,12,207,8.52,09:52.4,1
101112,22,Female,North,Primary,Salaried,36608.61,10531,Education,544,3,35,46.8,09:52.4,1
101113,40,Female,North,Primary,Self-Employed,846.99,49083.26,Home,630,4,250,78.57,09:52.4,1
101114,27,Other,South,Primary,Self-Employed,34501.57,46252.43,Education,645,1,71,70.36,09:52.4,1
101115,61,Female,West,Graduate,Salaried,46070.14,48827.35,Education,665,9,279,48.99,09:52.4,0
101116,19,Female,South,Primary,Salaried,51968.41,27687.95,Car,660,7,152,82.4,09:52.4,1
101117,30,Female,South,Secondary,Self-Employed,28023.84,29206.97,Car,621,0,227,15.83,09:52.4,0
101118,57,Male,North,Primary,Salaried,88246.26,15210.79,Home,544,2,243,86.89,09:52.4,1
101119,,Male,East,Secondary,,42213.48,12293.93,Home,,0,10,81.18,09:52.4,0
101120,37,Male,East,Primary,Self-Employed,76214.44,25325.88,Education,577,4,48,68.74,09:52.4,0
101121,18,Female,South,Graduate,Salaried,61347.19,34785.34,Other,655,7,112,78.61,09:52.4,1
101122,54,Female,North,Primary,Self-Employed,83461.93,42936.52,Home,572,6,204,53.94,09:52.4,1
101123,26,Male,West,Post-Graduate,Salaried,54051.99,16810.16,Education,677,8,157,65.76,09:52.4,0
101124,34,Male,East,Graduate,Salaried,36875.34,6208.99,Other,767,1,26,55.45,09:52.4,0
101125,26,Female,South,Primary,Self-Employed,45035.32,36009.77,Car,599,11,166,36.99,09:52.4,1
101126,28,Male,East,Post-Graduate,Salaried,45387.87,2272.15,Home,561,7,249,56.2,09:52.4,1
101127,32,Male,East,Primary,Salaried,111613.76,24411.84,Education,730,7,262,28.17,09:52.4,0
101128,41,Female,West,Secondary,Salaried,61912.63,26339.57,Car,774,5,264,44.63,09:52.4,0
101129,55,Male,North,Primary,Salaried,60115.82,19318.18,Business,563,2,17,30.27,09:52.4,0
101130,52,Male,West,Secondary,Salaried,82050.66,1821.32,Car,644,1,76,16.06,09:52.4,0
101131,47,Female,North,Graduate,Salaried,59998.25,19515.83,Education,684,7,254,33.97,09:52.4,0
101132,48,Female,East,Graduate,Salaried,264125.73,99276.28,Other,632,5,206,81.68,09:52.4,0
101133,66,Female,South,Secondary,Salaried,50698.06,33875.82,Business,527,3,34,39.3,09:52.4,0
101134,22,Male,West,Graduate,Self-Employed,48159.01,42425.72,Business,554,4,147,72.32,09:52.4,1
101135,61,Male,North,Secondary,Self-Employed,35493.16,6741.97,Business,561,4,228,20.77,09:52.4,1
101136,67,Male,East,Graduate,Salaried,106251.18,28835.62,Home,577,12,118,43.2,09:52.4,1
101137,31,Female,North,Secondary,Self-Employed,58254.38,26325.11,Education,656,8,165,15.34,09:52.4,0
101138,28,Female,North,Primary,Self-Employed,30648.94,26615.58,Business,727,12,38,17.48,09:52.4,1
101139,26,Male,North,Secondary,Salaried,64920.68,33337.69,Car,555,12,296,60.57,09:52.4,1
101140,51,Female,East,Secondary,Salaried,43748.65,27209.84,Other,595,8,137,59.67,09:52.4,1
101141,29,Male,South,Graduate,Salaried,50259.97,7158.11,Education,572,7,246,24.2,09:52.4,1
101142,52,Male,South,Graduate,Self-Employed,67768.84,34198.81,Car,670,7,198,47.7,09:52.4,0
101143,52,Male,South,Primary,Salaried,98024.63,37613.26,Home,592,11,66,82.7,09:52.4,1
101144,18,Male,North,Graduate,Salaried,62539.63,44792.18,Business,579,1,80,20.68,09:52.4,0
101145,57,Female,East,Graduate,Self-Employed,42224.08,45454.79,Car,538,2,52,6.73,09:52.4,0
101146,39,Female,North,Post-Graduate,Salaried,47377.13,32146.5,Education,745,7,129,63.68,09:52.4,0
101147,46,Male,South,Secondary,Salaried,76411.18,7857.44,Car,803,12,1,9.81,09:52.4,0
101148,25,Female,South,Secondary,Salaried,11041.48,2059.24,Home,656,4,167,93.19,09:52.4,1
101149,28,Male,East,Post-Graduate,Salaried,33932.94,21593.6,Other,754,6,16,59.87,09:52.4,1
101150,58,Female,North,Graduate,Self-Employed,195948.45,77584.12,Business,610,7,145,47.34,09:52.4,0
101151,54,Other,West,Secondary,Self-Employed,17333.26,37825.53,Education,650,5,112,43.7,09:52.4,0
101152,31,Male,West,Primary,Salaried,52187.05,29109.99,Business,696,4,102,56.58,09:52.4,0
101153,47,Female,South,Secondary,Salaried,48043.37,24451.61,Business,597,7,82,13.16,09:52.4,1
101154,52,Male,East,Graduate,Self-Employed,81936.21,53556.03,Business,639,0,99,88.7,09:52.4,0
101155,38,Male,North,Graduate,Salaried,53742.94,33610.48,Car,630,0,159,61.31,09:52.4,0
101156,54,Male,North,Primary,Salaried,89667.28,23690.9,Car,681,0,40,21.56,09:52.4,0
101157,22,Female,South,Graduate,Salaried,61971.83,15318.38,Other,654,2,155,55.63,09:52.4,0
101158,36,Female,South,Graduate,Salaried,104411.28,9870.92,Home,599,9,36,16.99,09:52.4,1
101159,31,Male,North,Graduate,Salaried,25312.78,8394.04,Education,629,12,247,6.58,09:52.4,1
101160,43,Female,North,Graduate,Salaried,100428.17,9872.6,Car,728,11,4,61.75,09:52.4,0
101161,21,Female,South,Graduate,Salaried,49721.82,29214.28,Business,688,5,281,63.36,09:52.4,0
101162,42,Female,North,Secondary,Salaried,96848.74,24728.96,Home,682,5,249,57.53,09:52.4,0
101163,62,Female,West,Post-Graduate,Salaried,89630.87,20111.28,Education,808,4,12,21.51,09:52.4,0
101164,59,Female,South,Secondary,Salaried,11297.7,36047.17,Education,571,12,283,59.31,09:52.4,1
101165,42,Male,North,Secondary,Salaried,71979.21,52137.62,Education,700,12,216,10.09,09:52.4,0
101166,35,Male,South,Secondary,Salaried,84940.49,12649.8,Education,654,6,82,59.83,09:52.4,0
101167,57,Other,East,Primary,Salaried,93214.82,14885.71,Other,674,4,14,54.86,09:52.4,0
101168,25,Male,South,Secondary,Salaried,30584.07,8255.79,Education,663,1,56,63.97,09:52.4,0
101169,56,Other,South,Primary,Salaried,74758.57,24605.04,Home,601,3,282,85.59,09:52.4,0
101170,57,Female,East,Graduate,Self-Employed,64876.84,23085.69,Car,578,0,199,81.53,09:52.4,1
101171,31,Male,West,Primary,Self-Employed,70785.22,38391.85,Home,650,6,166,93.26,09:52.4,1
101172,49,Male,North,Graduate,Salaried,84973.41,23697.81,Business,595,3,292,92.86,09:52.4,1
101173,68,Male,East,Primary,Salaried,88917.75,16178.36,Other,624,12,146,74.51,09:52.4,1
101174,55,Female,South,Post-Graduate,Salaried,43606.43,27890.29,Other,706,3,78,91.08,09:52.4,0
101175,50,Male,North,Graduate,Salaried,66635.48,33356.03,Business,564,12,112,83.06,09:52.4,1
101176,40,Male,East,Primary,Salaried,61028.38,734.06,Home,637,3,23,70.48,09:52.4,0
101177,32,Male,North,Graduate,Salaried,54016.18,40103.36,Home,724,2,116,11.78,09:52.4,0
101178,50,Male,North,Graduate,Self-Employed,56405.62,44594.54,Business,614,7,142,9.41,09:52.4,0
101179,42,Female,East,Graduate,Salaried,64899.68,33211.83,Education,753,3,197,80.38,09:52.4,0
101180,,Male,North,Graduate,,44950.46,10981.67,Education,,7,278,49.07,09:52.4,1
101181,50,Female,West,Graduate,Salaried,82075.92,20109.6,Car,777,8,28,78.31,09:52.4,1
101182,64,Male,East,Graduate,Self-Employed,91732.71,42743.12,Home,651,0,299,33.16,09:52.4,0
101183,,Male,West,Secondary,,39485.59,10326.69,Home,,3,76,40.79,09:52.4,1
101184,31,Female,South,Primary,Self-Employed,92958.25,34429.66,Business,708,5,18,68.02,09:52.4,0
101185,57,Male,North,Graduate,Self-Employed,39532.66,24238.42,Business,680,7,100,87.38,09:52.4,1
101186,57,Other,South,Secondary,Salaried,82444.67,27402.9,Education,747,5,124,12.9,09:52.4,0
101187,68,Female,South,Secondary,Salaried,92911.97,12463.43,Home,542,11,292,82.53,09:52.4,1
101188,56,Male,North,Primary,Salaried,57637.23,29959.96,Home,573,5,125,76.37,09:52.4,1
101189,68,Female,East,Secondary,Self-Employed,39737.56,28886.14,Other,704,9,7,33.4,09:52.4,1
101190,23,Male,North,Post-Graduate,Self-Employed,45282.93,2359.62,Car,828,3,23,36.97,09:52.4,0
101191,23,Male,South,Secondary,Salaried,69046.42,24933.34,Car,690,8,162,9.18,09:52.4,0
101192,20,Other,South,Secondary,Self-Employed,109116.36,34208.46,Education,701,6,117,6.42,09:52.4,0
101193,24,Female,East,Graduate,Salaried,17681.68,19220.75,Home,597,10,21,47.93,09:52.4,1
101194,68,Other,North,Graduate,Salaried,62506.05,11715.96,Other,637,5,252,13.6,09:52.4,0
101195,25,Female,South,Secondary,Unemployed,57798.2,23277.75,Home,607,0,84,22.46,09:52.4,0
101196,59,Female,West,Secondary,Self-Employed,48586.96,46997.02,Business,685,1,41,81.21,09:52.4,0
101197,69,Male,South,Post-Graduate,Salaried,57980.45,19832.96,Education,715,11,203,56.39,09:52.4,0
101198,32,Male,South,Graduate,Self-Employed,46445.08,46429.77,Car,663,5,128,62.03,09:52.4,0
101199,64,Female,East,Primary,Unemployed,91078.89,12814.64,Home,706,10,142,21.87,09:52.4,0
101200,46,Male,West,Primary,Self-Employed,93562.35,7585.44,Education,648,0,103,79.58,09:52.4,0
101201,50,Female,South,Secondary,Self-Employed,62203.38,24923.46,Car,743,10,107,83.12,09:52.4,1
101202,69,Female,South,Secondary,Self-Employed,56471.37,12661.32,Home,590,4,17,52.1,09:52.4,0
101203,47,Male,West,Secondary,Salaried,47674.08,29947.87,Other,749,0,25,87.13,09:52.4,0
101204,56,Female,North,Post-Graduate,Self-Employed,62257.03,19411.44,Education,600,12,64,81.03,09:52.4,1
101205,44,Female,North,Primary,Salaried,106195.78,47108.76,Home,651,2,237,70.82,09:52.4,0
101206,53,Male,South,Graduate,Self-Employed,57406.64,18374.99,Car,566,11,176,71.07,09:52.4,1
101207,46,Female,South,Secondary,Salaried,39014.19,26346.05,Car,685,11,291,14.49,09:52.4,1
101208,55,Female,North,Graduate,Self-Employed,50055.95,33945.04,Other,659,11,293,29.38,09:52.4,0
101209,50,Male,East,Graduate,Salaried,78836.75,39344.74,Education,702,6,156,11.02,09:52.4,0
101210,54,Female,West,Primary,Salaried,42056.58,47194.64,Education,529,4,53,5.78,09:52.4,0
101211,44,Other,West,Graduate,Salaried,177472.05,42954.1,Home,659,11,73,19.25,09:52.4,0
101212,50,Male,East,Primary,Unemployed,71822.08,19010.38,Car,678,9,183,84.24,09:52.4,1
101213,21,Female,East,Post-Graduate,Unemployed,43953.43,3708.75,Car,581,0,189,26.59,09:52.4,0
101214,39,Male,East,Post-Graduate,Salaried,15889.86,55625.67,Other,687,0,13,92.31,09:52.4,1
101215,19,Female,East,Secondary,Unemployed,33215.36,30414.46,Other,489,7,47,58.76,09:52.4,1
101216,27,Female,East,Secondary,Self-Employed,38530.84,36277.12,Education,641,10,160,26.35,09:52.4,1
101217,22,Male,East,Secondary,Salaried,54279.32,33335.93,Car,749,12,284,49.74,09:52.4,0
101218,27,Male,West,Graduate,Salaried,61107.49,25743.02,Home,640,8,53,24.72,09:52.4,0
101219,50,Female,East,Secondary,Unemployed,80592.53,30255.29,Business,600,6,287,93.56,09:52.4,1
101220,55,Male,North,Secondary,Salaried,29318.6,16605.06,Home,645,12,8,81.25,09:52.4,1
101221,30,Female,East,Secondary,Self-Employed,76957.17,20468.52,Other,657,2,72,7.36,09:52.4,0
101222,48,Male,East,Primary,Self-Employed,50726.91,10746.91,Home,713,11,98,90.3,09:52.4,1
101223,64,Female,West,Graduate,Self-Employed,15361.32,48358.66,Car,659,5,87,69.9,09:52.4,0
101224,53,Female,West,Primary,Self-Employed,60339.34,33422.22,Education,703,2,101,12.41,09:52.4,0
101225,62,Female,East,Graduate,Salaried,92906.69,54642.59,Business,656,9,281,65.36,09:52.4,0
101226,41,Male,West,Secondary,Salaried,82077.86,59445.75,Education,598,3,289,63.22,09:52.4,0
101227,69,Female,South,Secondary,Salaried,58093.24,3937.66,Business,552,11,237,24.69,09:52.4,1
101228,32,Female,West,Graduate,Salaried,88144.27,39778.43,Business,676,3,196,73.26,09:52.4,0
101229,46,Male,West,Post-Graduate,Salaried,64805.57,4630.54,Car,477,2,97,12.84,09:52.4,0
101230,25,Male,West,Graduate,Self-Employed,84529.72,27661.26,Car,526,9,96,49.05,09:52.4,1
101231,22,Male,West,Secondary,Self-Employed,18459.94,29720.94,Other,552,5,261,5.89,09:52.4,1
101232,46,Female,North,Secondary,Salaried,28758.18,5692.51,Other,700,4,121,92.19,09:52.4,1
101233,64,Female,North,Post-Graduate,Salaried,78225.9,13937.22,Business,546,10,273,72.64,09:52.4,1
101234,,Male,North,Secondary,,98482.06,30405.27,Other,,8,52,19.3,09:52.4,0
101235,29,Female,East,Primary,Salaried,70432.39,27644.51,Car,578,8,163,35.75,09:52.4,1
101236,62,Male,East,Post-Graduate,Salaried,47566.58,9724.43,Other,640,2,190,19.45,09:52.4,0
101237,19,Male,South,Graduate,Self-Employed,38737.1,14529.53,Business,646,12,277,74,09:52.4,1
101238,44,Other,North,Post-Graduate,Salaried,52117.12,2628.4,Education,639,8,85,10.3,09:52.4,0
101239,48,Other,East,Post-Graduate,Self-Employed,90340.92,6956.15,Home,605,12,194,80.64,09:52.4,1
101240,68,Female,West,Post-Graduate,Salaried,51436.82,19428.69,Other,540,11,181,89.8,09:52.4,1
101241,68,Male,West,Primary,Self-Employed,86194.03,39811.8,Car,652,2,21,65.9,09:52.4,0
101242,53,Female,North,Primary,Self-Employed,76314.33,41713.5,Education,689,3,203,24.17,09:52.4,0
101243,53,Female,South,Graduate,Unemployed,102848.15,52501.55,Car,698,0,202,37.41,09:52.4,0
101244,43,Male,South,Graduate,Self-Employed,65006.55,31363.96,Other,656,4,151,47.95,09:52.4,0
101245,,Female,West,Secondary,,58760.09,27824.25,Business,,11,159,59.42,09:52.4,0
101246,44,Female,South,Secondary,Self-Employed,87441.8,32427.2,Home,596,8,26,65.18,09:52.4,1
101247,22,Female,North,Secondary,Self-Employed,36618.43,32283.34,Home,681,1,66,54.88,09:52.4,0
101248,37,Male,West,Graduate,Salaried,48899.58,752.3,Education,679,3,263,36.62,09:52.4,0
101249,28,Female,East,Primary,Salaried,17999.88,53333.1,Home,629,9,167,85.18,09:52.4,1
101250,27,Female,East,Secondary,Salaried,28641.89,3964.08,Business,653,1,288,12.33,09:52.4,0
101251,57,Male,South,Graduate,Salaried,108084.3,42231.44,Car,648,7,154,46.96,09:52.4,0
101252,55,Female,West,Graduate,Salaried,77307.86,25845.8,Business,682,8,206,74.8,09:52.4,1
101253,23,Female,West,Secondary,Self-Employed,25732.46,8657.54,Education,542,2,153,10.48,09:52.4,1
101254,25,Male,East,Graduate,Unemployed,89870.72,32970.62,Education,541,12,184,68.48,09:52.4,1
101255,40,Male,West,Graduate,Salaried,42407.56,23227.92,Home,544,8,159,78.77,09:52.4,1
101256,64,Female,West,Secondary,Salaried,76023.77,14761.93,Business,619,5,194,64.47,09:52.4,0
101257,43,Female,West,Primary,Unemployed,75650.34,4277.84,Car,682,5,2,6.16,09:52.4,0
101258,63,Female,South,Secondary,Salaried,101624.77,3017.39,Business,493,6,215,21.21,09:52.4,1
101259,60,Female,West,Secondary,Self-Employed,46556.76,15836.33,Car,657,11,175,35.79,09:52.4,0
101260,29,Other,North,Post-Graduate,Salaried,41494.27,19195.18,Car,734,4,75,26.03,09:52.4,0
101261,43,Male,South,Primary,Self-Employed,7226.06,6841.86,Business,669,5,285,91.64,09:52.4,1
101262,30,Male,West,Graduate,Salaried,56955.67,25577.2,Other,509,10,127,63.64,09:52.4,1
101263,57,Female,West,Primary,Self-Employed,78133.25,8977.96,Business,686,0,49,31.73,09:52.4,0
101264,35,Male,North,Secondary,Salaried,81549.35,30403.31,Car,667,2,32,88.67,09:52.4,0
101265,42,Male,South,Graduate,Salaried,273929.94,86941.38,Education,626,11,158,71.65,09:52.4,1
101266,50,Male,East,Secondary,Salaried,67245.14,29340.61,Education,663,8,15,30.61,09:52.4,0
101267,64,Male,East,Secondary,Salaried,72619.53,23592.48,Home,552,11,243,39.1,09:52.4,1
101268,57,Male,South,Secondary,Unemployed,61703.01,16976.54,Education,654,4,17,22.95,09:52.4,0
101269,60,Other,West,Secondary,Self-Employed,77686.37,46691.48,Other,684,4,22,92.4,09:52.4,0
101270,29,Male,West,Graduate,Salaried,36643.94,22097.26,Car,601,7,244,51.56,09:52.4,1
101271,61,Female,East,Secondary,Salaried,24788.38,62353.36,Business,617,10,81,85.65,09:52.4,1
